INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,NEIGHBORHOOD,STREET,OCCURRED_ON_DATE,YEAR,MONTH,MONTH_YEAR,DAY_OF_WEEK,HOUR,TIME_OF_DAY,SEASON,IS_WEEKEND,Lat,Long
252088167,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,STOUGHTON ST,2025-10-18 17:03:00,2025,10,2025-10,Saturday,17,Afternoon,Fall,1,42.31489620542192,-71.06043027987498
242093585,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,FRUIT ST,2024-11-03 20:26:00,2024,11,2024-11,Sunday,20,Evening,Fall,1,42.36240280767195,-71.06954651677968
252019827,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,BOYLSTON ST,2025-03-13 11:15:00,2025,3,2025-03,Thursday,11,Morning,Spring,0,42.35241814728605,-71.06525498581209
252015027,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,WESTLAND AVE,2025-02-24 22:43:00,2025,2,2025-02,Monday,22,Night,Winter,0,42.343558681554775,-71.0873414549039
252014894,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,MASSACHUSETTS AVE & ALBANY ST,2025-02-24 16:40:00,2025,2,2025-02,Monday,16,Afternoon,Winter,0,42.33355202445924,-71.07351195090317
252015152,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"SOUTHAMPTON ST & ALLSTATE RD
DORCHESTER, MA 02118
",2025-02-25 13:17:00,2025,2,2025-02,Tuesday,13,Afternoon,Winter,0,42.33072900119843,-71.0631630388702
252015311,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2025-02-25 19:05:00,2025,2,2025-02,Tuesday,19,Evening,Winter,0,42.35521428732261,-71.06206350909659
252019995,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"AMERICAN LEGION HWY & ANGELL ST
BOSTON, MA 02124
U",2025-03-13 20:18:00,2025,3,2025-03,Thursday,20,Evening,Spring,0,42.29762801685393,-71.08966894192102
252019824,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2025-03-13 11:35:00,2025,3,2025-03,Thursday,11,Morning,Spring,0,42.35637530546307,-71.06213512963006
252019783,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,NIGHTINGALE ST,2025-03-13 09:33:00,2025,3,2025-03,Thursday,9,Morning,Spring,0,42.29474312188485,-71.08503785643556
252020062,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2025-03-14 05:00:00,2025,3,2025-03,Friday,5,Late Night,Spring,0,42.33954198983015,-71.06940876967543
252020322,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,BLUE HILL AVE,2025-03-14 22:33:00,2025,3,2025-03,Friday,22,Night,Spring,0,42.317093550467504,-71.07802976841748
252019899,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-03-13 07:30:00,2025,3,2025-03,Thursday,7,Morning,Spring,0,42.34128750439044,-71.05467932649397
252019825,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"TREMONT ST & WINTER ST
BOSTON, MA 02111
UNITED STA",2025-03-13 11:35:00,2025,3,2025-03,Thursday,11,Morning,Spring,0,42.35624901546547,-71.06227102011543
252019851,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-03-13 07:30:00,2025,3,2025-03,Thursday,7,Morning,Spring,0,42.34128750439044,-71.05467932649397
252019989,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2025-03-13 20:36:00,2025,3,2025-03,Thursday,20,Evening,Spring,0,42.35637530546307,-71.06213512963006
252019823,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HUNTINGTON AVE,2025-03-13 10:58:00,2025,3,2025-03,Thursday,10,Morning,Spring,0,42.34201849799731,-71.08566212663452
252042059,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2025-05-26 15:47:00,2025,5,2025-05,Monday,15,Afternoon,Spring,0,42.3104339974624,-71.06134009762133
252046392,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2025-06-09 07:30:00,2025,6,2025-06,Monday,7,Morning,Summer,0,42.287093552591074,-71.14822128377165
252088052,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,READING ST,2025-10-18 08:27:00,2025,10,2025-10,Saturday,8,Morning,Fall,1,42.330619742598415,-71.07388233677148
252046340,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE & ALBANY ST,2025-06-09 10:55:00,2025,6,2025-06,Monday,10,Morning,Summer,0,42.33355202445924,-71.07351195090317
252064870,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,LOMASNEY WAY,2025-08-07 18:51:00,2025,8,2025-08,Thursday,18,Evening,Summer,0,42.36536809915916,-71.06451116510192
252064714,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE & ALBANY ST,2025-08-07 12:31:00,2025,8,2025-08,Thursday,12,Afternoon,Summer,0,42.33355202445924,-71.07351195090317
252064509,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2025-08-06 16:00:00,2025,8,2025-08,Wednesday,16,Afternoon,Summer,0,42.28482576580487,-71.09137368938802
252088405,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2025-10-19 16:05:00,2025,10,2025-10,Sunday,16,Afternoon,Fall,1,42.33954198983015,-71.06940876967543
252088475,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,MONSIGNOR ALBERT A. JACOBBE RD,2025-10-19 19:14:00,2025,10,2025-10,Sunday,19,Evening,Fall,1,42.36856801861524,-71.04121708085367
242070200,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2024-08-19 07:30:00,2024,8,2024-08,Monday,7,Morning,Summer,0,42.287093552591074,-71.14822128377165
242070314,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"ESSEX ST & SOUTH ST
BOSTON, MA 02111
UNITED STATES",2024-08-19 16:00:00,2024,8,2024-08,Monday,16,Afternoon,Summer,0,42.35208995854871,-71.05714994142419
242092556,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2024-10-28 11:00:00,2024,10,2024-10,Monday,11,Morning,Fall,0,42.32866283555609,-71.08563401183545
242092675,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,HYDE PARK AVE,2024-10-31 16:52:00,2024,10,2024-10,Thursday,16,Afternoon,Fall,0,42.25621592040215,-71.12401947329023
242092961,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,SUMNER ST,2024-11-01 14:50:00,2024,11,2024-11,Friday,14,Afternoon,Fall,0,42.36890217224128,-71.03981002003813
252002917,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-01-11 17:38:00,2025,1,2025-01,Saturday,17,Afternoon,Winter,1,42.34128750439044,-71.05467932649397
252065091,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2025-08-08 13:10:00,2025,8,2025-08,Friday,13,Afternoon,Summer,0,42.33285585021935,-71.07262417838369
252065097,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,WASHINGTON ST,2025-08-08 14:26:00,2025,8,2025-08,Friday,14,Afternoon,Summer,0,42.33721215410986,-71.07597603259629
252065017,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE & ALBANY ST,2025-08-08 10:38:00,2025,8,2025-08,Friday,10,Morning,Summer,0,42.33355202445924,-71.07351195090317
252065086,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-08-08 07:30:00,2025,8,2025-08,Friday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
242070192,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,"FARNHAM ST & READING ST
ROXBURY, MA 02119
UNITED S",2024-08-19 11:05:00,2024,8,2024-08,Monday,11,Morning,Summer,0,42.33043602630995,-71.0740010561429
252030713,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,ARMINGTON ST,2025-04-19 16:15:00,2025,4,2025-04,Saturday,16,Afternoon,Spring,1,42.352589906111376,-71.13683422594518
252030745,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2025-04-17 19:05:00,2025,4,2025-04,Thursday,19,Evening,Spring,0,42.309718567672725,-71.10429431787648
242070614,1832,SICK ASSIST - DRUG RELATED ILLNESS,E5,West Roxbury,SPRING ST,2024-08-20 14:59:00,2024,8,2024-08,Tuesday,14,Afternoon,Summer,0,42.27789688997238,-71.16140940333078
242070642,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2024-08-20 16:44:00,2024,8,2024-08,Tuesday,16,Afternoon,Summer,0,42.3321084294949,-71.07014394813551
242070511,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY, MA 0",2024-08-20 00:00:00,2024,8,2024-08,Tuesday,0,Late Night,Summer,0,42.33260397616708,-71.07202405807425
242084639,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE ST,2024-10-03 21:41:00,2024,10,2024-10,Thursday,21,Night,Fall,0,42.35986852361143,-71.06360039950198
242084599,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,BENNINGTON ST,2024-10-03 17:24:00,2024,10,2024-10,Thursday,17,Afternoon,Fall,0,42.38594589607214,-71.00902370569645
242077247,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2024-09-10 18:49:00,2024,9,2024-09,Tuesday,18,Evening,Fall,0,42.29755532959654,-71.05970910242573
252042493,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,HYDE PARK AVE,2025-05-27 00:00:00,2025,5,2025-05,Tuesday,0,Late Night,Spring,0,42.25621592040215,-71.12401947329023
252009877,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
BOSTON, MA 02118
UNI",2025-02-06 02:34:00,2025,2,2025-02,Thursday,2,Late Night,Winter,0,42.3334999801716,-71.07350999617319
252009700,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2025-02-05 14:47:00,2025,2,2025-02,Wednesday,14,Afternoon,Winter,0,42.3321084294949,-71.07014394813551
242069500,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2024-08-16 18:04:00,2024,8,2024-08,Friday,18,Evening,Summer,0,42.34128750439044,-71.05467932649397
242084602,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2024-10-03 17:30:00,2024,10,2024-10,Thursday,17,Afternoon,Fall,0,42.29755532959654,-71.05970910242573
242084551,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"SUMMER ST & ARCH ST
BOSTON, MA 02110
UNITED STATES",2024-10-03 16:52:00,2024,10,2024-10,Thursday,16,Afternoon,Fall,0,42.35448500047634,-71.05916399192625
242076982,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"PRINCE ST & COMMERCIAL ST
BOSTON, MA 02113
UNITED ",2024-09-09 20:13:00,2024,9,2024-09,Monday,20,Evening,Fall,0,42.36725997006619,-71.05806996586881
242090185,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2024-10-23 09:32:00,2024,10,2024-10,Wednesday,9,Morning,Fall,0,42.33311189030739,-71.07276369932725
242092631,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2024-10-31 00:00:00,2024,10,2024-10,Thursday,0,Late Night,Fall,0,42.3104339974624,-71.06134009762133
242093026,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"THORNDIKE ST & WASHINGTON ST
ROXBURY, MA 02118
UNI",2024-11-01 17:30:00,2024,11,2024-11,Friday,17,Afternoon,Fall,0,42.33416196481346,-71.0798909997373
242093033,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,COMMONWEALTH AVE,2024-11-01 15:50:00,2024,11,2024-11,Friday,15,Afternoon,Fall,0,42.34822741305731,-71.14075262166958
242093004,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2024-11-01 00:00:00,2024,11,2024-11,Friday,0,Late Night,Fall,0,42.28482576580487,-71.09137368938802
242093062,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2024-11-01 07:30:00,2024,11,2024-11,Friday,7,Morning,Fall,0,42.32866283555609,-71.08563401183545
242076953,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,KEEGAN ST,2024-09-09 19:22:00,2024,9,2024-09,Monday,19,Evening,Fall,0,42.3298141166746,-71.07626715518634
242077182,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2024-09-10 15:40:00,2024,9,2024-09,Tuesday,15,Afternoon,Fall,0,42.29941062226428,-71.11517470665652
242084822,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2024-10-04 13:50:00,2024,10,2024-10,Friday,13,Afternoon,Fall,0,42.35428377241487,-71.06380403747467
242084960,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2024-10-04 07:30:00,2024,10,2024-10,Friday,7,Morning,Fall,0,42.287093552591074,-71.14822128377165
242084859,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,"RIVER ST & LINWOOD ST
HYDE PARK, MA 02136
UNITED S",2024-10-04 14:51:00,2024,10,2024-10,Friday,14,Afternoon,Fall,0,42.25546801508892,-71.12637700249611
242084821,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2024-10-04 12:15:00,2024,10,2024-10,Friday,12,Afternoon,Fall,0,42.35428377241487,-71.06380403747467
232027190,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"CUMMINGS ST & SOUTHAMPTON ST
ROXBURY, MA 02118
UNI",2023-04-08 14:45:00,2023,4,2023-04,Saturday,14,Afternoon,Spring,1,42.331471975940566,-71.06693595677012
232027203,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,HAMILTON PL,2023-04-08 17:35:00,2023,4,2023-04,Saturday,17,Afternoon,Spring,1,42.356477534460666,-71.06142472382297
252061832,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,ALBANY ST,2025-07-29 15:50:00,2025,7,2025-07,Tuesday,15,Afternoon,Summer,0,42.33428840659414,-71.07239517543796
252061716,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2025-07-29 10:03:00,2025,7,2025-07,Tuesday,10,Morning,Summer,0,42.29755532959654,-71.05970910242573
252042244,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MELNEA CASS BLVD,2025-05-27 08:32:00,2025,5,2025-05,Tuesday,8,Morning,Spring,0,42.331829609145,-71.0734727352688
232027191,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"SOUTHAMPTON ST & TOPEKA ST
ROXBURY, MA 02118
UNITE",2023-04-08 15:10:00,2023,4,2023-04,Saturday,15,Afternoon,Spring,1,42.33168200824714,-71.06798699336412
252051707,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2025-06-26 12:10:00,2025,6,2025-06,Thursday,12,Afternoon,Summer,0,42.33954198983015,-71.06940876967543
252051611,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST & BOYLSTON ST,2025-06-26 11:10:00,2025,6,2025-06,Thursday,11,Morning,Summer,0,42.35236802296309,-71.06454296970273
252061753,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"REED ST & E LENOX ST
ROXBURY, MA 02118
UNITED STAT",2025-07-29 11:25:00,2025,7,2025-07,Tuesday,11,Morning,Summer,0,42.33406097367816,-71.07756301316894
252061711,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,KINROSS RD,2025-07-29 09:57:00,2025,7,2025-07,Tuesday,9,Morning,Summer,0,42.34050061149467,-71.14982264001664
252062014,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,WASHINGTON ST,2025-07-30 02:29:00,2025,7,2025-07,Wednesday,2,Late Night,Summer,0,42.32866283555609,-71.08563401183545
252061835,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WASHINGTON ST,2025-07-29 07:30:00,2025,7,2025-07,Tuesday,7,Morning,Summer,0,42.32866283555609,-71.08563401183545
252042438,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,NORTHAMPTON ST,2025-05-27 18:01:00,2025,5,2025-05,Tuesday,18,Evening,Spring,0,42.333951248393774,-71.07538938822692
252042364,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"WESTVIEW ST & WESTVIEW WAY
BOSTON, MA 02124
UNITED",2025-05-27 00:00:00,2025,5,2025-05,Tuesday,0,Late Night,Spring,0,42.29078001444975,-71.08404995244851
252057318,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-07-15 15:25:00,2025,7,2025-07,Tuesday,15,Afternoon,Summer,0,42.34128750439044,-71.05467932649397
252057322,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-07-15 15:35:00,2025,7,2025-07,Tuesday,15,Afternoon,Summer,0,42.34128750439044,-71.05467932649397
252057554,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,ALBANY ST,2025-07-16 09:33:00,2025,7,2025-07,Wednesday,9,Morning,Summer,0,42.33428840659414,-71.07239517543796
252057708,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,MASSACHUSETTS AVE & MASSACHUSETTS AVENUE CONNECTOR,2025-07-16 15:41:00,2025,7,2025-07,Wednesday,15,Afternoon,Summer,0,42.33260397616708,-71.07202405807425
252061708,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"E LENOX ST & REED ST
ROXBURY, MA 02118
UNITED STAT",2025-07-29 09:48:00,2025,7,2025-07,Tuesday,9,Morning,Summer,0,42.33406097367816,-71.07756301316894
252061833,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
BOSTON, MA 02118
UNI",2025-07-29 15:52:00,2025,7,2025-07,Tuesday,15,Afternoon,Summer,0,42.3334999801716,-71.07350999617319
252061814,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,BALL ST,2025-07-29 14:52:00,2025,7,2025-07,Tuesday,14,Afternoon,Summer,0,42.33390671411589,-71.08133228577493
242072224,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WINTER ST & MUSIC HALL PLACE WALK,2024-08-25 18:50:00,2024,8,2024-08,Sunday,18,Evening,Summer,1,42.3557800327881,-71.06122600257798
242070938,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,ROXBURY ST,2024-08-21 15:00:00,2024,8,2024-08,Wednesday,15,Afternoon,Summer,0,42.32952035449149,-71.08530640838333
242070943,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,WINTER ST,2024-08-21 15:45:00,2024,8,2024-08,Wednesday,15,Afternoon,Summer,0,42.3555480569011,-71.0607313972787
252057255,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,MASSACHUSETTS AVE & MELNEA CASS BLVD,2025-07-15 10:52:00,2025,7,2025-07,Tuesday,10,Morning,Summer,0,42.33253099646655,-71.07212999450378
252057247,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2025-07-15 11:00:00,2025,7,2025-07,Tuesday,11,Morning,Summer,0,42.33828865640832,-71.07908476334289
252057259,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2025-07-15 00:00:00,2025,7,2025-07,Tuesday,0,Late Night,Summer,0,42.33828865640832,-71.07908476334289
252057260,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2025-07-15 00:00:00,2025,7,2025-07,Tuesday,0,Late Night,Summer,0,42.33828865640832,-71.07908476334289
252057398,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,"CHELSEA ST & ELBOW ST
EAST BOSTON, MA 02128
UNITED",2025-07-15 19:03:00,2025,7,2025-07,Tuesday,19,Evening,Summer,0,42.3705100397476,-71.03809501825292
252057267,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"ROXBURY ST & WASHINGTON ST
ROXBURY, MA 02119
UNITE",2025-07-15 12:12:00,2025,7,2025-07,Tuesday,12,Afternoon,Summer,0,42.32960898797933,-71.08462103764323
252057270,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,ALBANY ST,2025-07-15 10:57:00,2025,7,2025-07,Tuesday,10,Morning,Summer,0,42.33428840659414,-71.07239517543796
242077888,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2024-09-12 11:00:00,2024,9,2024-09,Thursday,11,Morning,Fall,0,42.34128750439044,-71.05467932649397
252052182,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"MASSACHUSETTS AVE & NEWMARKET SQ
BOSTON, MA 02118
",2025-06-28 14:11:00,2025,6,2025-06,Saturday,14,Afternoon,Summer,1,42.326693025896304,-71.06676895124787
252052112,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,"MAVERICK ST & MERIDIAN ST
EAST BOSTON, MA 02128
UN",2025-06-28 08:00:00,2025,6,2025-06,Saturday,8,Morning,Summer,1,42.37014302463282,-71.03891102828021
252061397,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON, MA 02118
",2025-07-28 10:54:00,2025,7,2025-07,Monday,10,Morning,Summer,0,42.33490995608384,-71.07517004893332
252061488,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"JOHN F. FITZGERALD SURFACE RD & SUMMER ST
BOSTON, ",2025-07-28 16:05:00,2025,7,2025-07,Monday,16,Afternoon,Summer,0,42.35288502369793,-71.0563369739328
252061346,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,ALBANY ST,2025-07-28 10:06:00,2025,7,2025-07,Monday,10,Morning,Summer,0,42.33428840659414,-71.07239517543796
252061637,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,BOWDOIN ST,2025-07-28 23:30:00,2025,7,2025-07,Monday,23,Night,Summer,0,42.36038172517122,-71.06285768482353
252061782,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2025-07-29 07:30:00,2025,7,2025-07,Tuesday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
252061783,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,ROCKWELL ST,2025-07-29 13:25:00,2025,7,2025-07,Tuesday,13,Afternoon,Summer,0,42.28339069344123,-71.0738862780023
252013929,1832,SICK ASSIST - DRUG RELATED ILLNESS,E18,Hyde Park,GARFIELD AVE,2025-02-21 11:01:00,2025,2,2025-02,Friday,11,Morning,Winter,0,42.24361882508183,-71.11989255298023
252014292,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"ROXBURY ST & WASHINGTON ST
BOSTON, MA 02119
UNITED",2025-02-22 11:22:00,2025,2,2025-02,Saturday,11,Morning,Winter,1,42.3296490108396,-71.08458498185142
252014315,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,COMMONWEALTH AVE,2025-02-22 17:20:00,2025,2,2025-02,Saturday,17,Afternoon,Winter,1,42.34822741305731,-71.14075262166958
252014428,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,SOUTHAMPTON ST,2025-02-23 01:53:00,2025,2,2025-02,Sunday,1,Late Night,Winter,1,42.3321084294949,-71.07014394813551
252071595,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"NORTHAMPTON ST & SHAWMUT AVE
BOSTON, MA 02118
UNIT",2025-08-28 17:31:00,2025,8,2025-08,Thursday,17,Afternoon,Summer,0,42.33687998896515,-71.07872004265703
252071475,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
BOSTON, MA 02118
UNI",2025-08-28 10:47:00,2025,8,2025-08,Thursday,10,Morning,Summer,0,42.3334999801716,-71.07350999617319
252071827,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,"ATKINSON ST & BRADSTON ST
ROXBURY, MA 02118
UNITED",2025-08-29 14:39:00,2025,8,2025-08,Friday,14,Afternoon,Summer,0,42.33328895375212,-71.06818096650171
